Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDT22,OUT013,830.98865
DRO35,OUT035,2434.2266
FDJ41,OUT049,3796.2253
FDQ27,OUT035,1697.0052
FDC26,OUT017,1732.7797
NCF43,OUT027,3049.4482
NCR50,OUT035,2387.117
FDE39,OUT018,1040.5038
FDN49,OUT027,644.1978
DRG11,OUT035,1497.4456
NCA18,OUT049,1789.9038
FDM36,OUT018,2973.9512
FDW32,OUT017,1221.1016
NCQ18,OUT010,773.1581
FDX14,OUT027,732.65936
FDD46,OUT017,2316.9792
FDI34,OUT019,470.28903
NCJ17,OUT035,1240.1678
FDB52,OUT035,3650.2715
FDV55,OUT018,1290.3999
FDC57,OUT046,2855.3806
FDB29,OUT046,1779.8644
NCO43,OUT035,1718.8556
FDG44,OUT045,1033.7711
FDJ34,OUT045,1822.7698
FDH40,OUT049,1193.555
NCD07,OUT027,1951.8641
FDB41,OUT017,699.33453
FDH47,OUT018,264.8016
DRK37,OUT035,4387.5815
FDM25,OUT019,534.56604
NCX06,OUT045,2950.1575
NCS05,OUT017,1910.5985
FDS39,OUT045,708.6676
FDC47,OUT027,3186.0132
FDG20,OUT013,2723.3032
DRL23,OUT017,1624.5757
FDY33,OUT013,2476.3936
NCH18,OUT045,4969.747
FDX47,OUT035,2326.07
NCB06,OUT045,2468.6392
FDP36,OUT049,726.6893
FDW44,OUT018,1645.2303
NCU41,OUT018,2400.7607
NCS17,OUT046,1449.431
FDD46,OUT035,2516.6345
FDE45,OUT017,2823.2334
FDI09,OUT017,3447.812
NCJ54,OUT010,1943.5173
NCA29,OUT018,1677.4602
NCN41,OUT027,2182.1572
FDY34,OUT035,3274.5603
NCG55,OUT035,1766.0084
DRM49,OUT046,631.0643
NCB42,OUT049,2406.7915
FDE58,OUT045,1855.8094
DRJ25,OUT013,779.4834
FDS47,OUT010,844.7394
FDY21,OUT049,2908.5955
NCI54,OUT013,2187.927
FDO24,OUT017,2461.2708
FDY43,OUT035,2676.8696
FDF35,OUT018,1305.1589
NCP29,OUT019,156.6856
FDN28,OUT027,997.2883
FDJ50,OUT018,620.2877
FDQ14,OUT027,2142.2598
FDC37,OUT035,1547.1432
FDN08,OUT046,1784.4425
FDD04,OUT035,1910.9132
FDW34,OUT018,1996.1122
FDP04,OUT017,980.8504
NCG07,OUT017,2875.3525
NCN14,OUT018,1610.0162
FDJ16,OUT045,822.9009
NCM42,OUT045,1568.9781
NCF19,OUT046,745.9183
FDY21,OUT018,1641.5326
FDY19,OUT035,2433.173
FDV09,OUT045,2481.4465
FDA28,OUT013,1927.9558
FDC38,OUT018,1626.7748
FDL28,OUT045,3543.6052
NCH43,OUT049,3117.7397
NCN53,OUT045,566.5848
NCW05,OUT017,1479.7748
NCO30,OUT018,3489.4
FDT04,OUT019,76.00733
FDB27,OUT018,2388.978
NCK07,OUT013,3272.507
NCA53,OUT013,731.01135
FDB33,OUT018,1516.1863
FDU37,OUT017,1149.7909
FDR13,OUT035,1928.855
FDE45,OUT049,3956.2668
FDV37,OUT017,3004.3696
FDX44,OUT019,441.051
NCL06,OUT017,3880.1318
FDJ28,OUT045,2890.5056
FDX55,OUT049,3581.9956
NCK17,OUT018,490.24493
FDH52,OUT035,301.32233
FDN13,OUT027,2521.2869
FDK44,OUT018,438.20438
FDU16,OUT046,1241.5034
FDZ07,OUT017,979.1535
NCN06,OUT027,3742.0825
FDH02,OUT010,1189.0613
NCW18,OUT045,3519.6003
FDH57,OUT013,1875.2301
FDV35,OUT045,2285.981
NCU29,OUT013,2327.4834
NCP02,OUT046,913.52466
FDN44,OUT013,2480.0544
FDX03,OUT018,342.63455
FDR11,OUT010,1072.3657
FDA36,OUT046,2834.0703
FDP58,OUT027,2954.0388
FDH31,OUT045,1916.6517
FDH34,OUT035,2895.7554
FDS13,OUT035,3482.5325
FDT01,OUT018,1938.385
FDY09,OUT049,2734.6172
FDV33,OUT027,3681.458
NCW29,OUT010,1605.5001
NCN17,OUT045,1626.5515
FDX01,OUT046,1757.7865
FDL03,OUT049,2922.9326
DRL59,OUT049,858.8639
DRM11,OUT027,2999.422
FDA43,OUT049,4351.603
FDZ56,OUT010,420.4744
FDI44,OUT018,195.93411
FDB50,OUT013,1222.1615
FDU15,OUT019,118.964424
NCJ19,OUT019,277.67007
FDD48,OUT013,2411.2432
NCW42,OUT035,3512.1611
FDL24,OUT017,2683.4475
NCB30,OUT013,3036.358
FDK25,OUT013,2663.0542
FDW28,OUT049,2818.1936
FDD47,OUT017,2715.3318
FDK16,OUT019,244.55519
FDW37,OUT046,1892.2325
FDA48,OUT035,1477.8944
FDA14,OUT017,2409.356
FDV15,OUT013,1519.8505
FDN22,OUT049,3550.2734
NCD55,OUT045,218.88976
FDY43,OUT013,2676.8696
NCU05,OUT017,1141.0505
FDF10,OUT035,2427.2827
FDR39,OUT018,1631.897
FDG40,OUT013,197.64665
FDZ28,OUT019,620.112
FDE02,OUT045,1439.5385
FDU60,OUT049,3429.8254
FDM21,OUT013,4180.8145
FDV52,OUT019,315.8149
NCW06,OUT013,2875.3525
FDX36,OUT035,3614.675
FDT35,OUT027,2346.976
NCL19,OUT010,1707.477
NCD31,OUT046,2573.1816
FDE53,OUT019,510.26318
FDW58,OUT019,531.9584
DRF48,OUT046,2918.801
FDW57,OUT035,3715.6338
DRH13,OUT017,1532.575
FDT33,OUT013,2754.6147
DRK47,OUT027,2886.6968
FDY22,OUT010,1128.3907
FDC35,OUT019,1118.4772
FDO03,OUT013,5085.5684
FDF24,OUT045,1152.9873
FDF56,OUT018,3315.4297
FDD28,OUT013,849.9315
FDG53,OUT027,3159.3816
FDO27,OUT019,514.42584
NCF54,OUT018,1690.9984
FDC20,OUT027,1211.5098
FDU10,OUT046,587.7523
DRA24,OUT018,1480.6317
FDA02,OUT010,1306.4222
FDG10,OUT017,1012.02344
FDW39,OUT010,2199.6497
FDP04,OUT019,162.28581
NCM55,OUT013,2877.5337
FDG47,OUT045,3800.4976
NCU41,OUT017,2856.3442
NCK31,OUT017,279.5304
FDZ46,OUT045,1498.9181
FDU13,OUT027,2192.4548
NCF19,OUT045,742.351
NCJ43,OUT013,2711.1055
NCJ05,OUT045,2267.356
FDS04,OUT027,2181.0913
FDX28,OUT010,927.82996
FDB41,OUT027,1086.6171
FDG53,OUT046,2577.6172
FDL15,OUT010,1302.469
FDQ08,OUT049,1136.3967
DRN36,OUT013,1921.5155
FDI46,OUT013,4087.3813
FDG16,OUT027,2935.2664
FDV32,OUT013,929.2822
FDF44,OUT010,1118.8623
FDK04,OUT018,523.784
NCA41,OUT013,3038.9458
FDD51,OUT017,629.4134
NCZ53,OUT045,1214.1277
FDP01,OUT027,2187.941
FDY25,OUT049,2796.5745
FDB17,OUT018,2362.626
NCV54,OUT018,1599.1339
FDJ32,OUT017,930.0767
FDA37,OUT049,1976.8188
FDG35,OUT035,2579.797
NCM05,OUT018,2049.2148
FDG45,OUT046,4485.964
FDH28,OUT013,561.7566
NCE18,OUT049,3921.231
FDH38,OUT045,1930.4454
FDR56,OUT013,3002.2983
FDH17,OUT027,2438.095
FDD39,OUT049,3437.1606
FDB41,OUT049,730.82794
NCR53,OUT046,3529.5835
FDX46,OUT017,834.3341
FDV28,OUT049,646.54047
FDA08,OUT018,2598.219
FDH45,OUT017,763.9845
NCS38,OUT010,1028.9081
FDD40,OUT010,1664.0714
DRM59,OUT035,2295.664
NCJ43,OUT018,2205.4863
NCN29,OUT013,831.0451
NCC19,OUT045,2813.1213
FDR56,OUT035,3004.3696
FDZ43,OUT049,3731.5288
FDJ32,OUT010,783.41266
DRH03,OUT017,1421.1277
NCZ54,OUT035,2635.7302
FDE26,OUT017,2387.498
FDS03,OUT045,934.928
DRZ24,OUT019,585.52594
FDO48,OUT027,3134.559
FDW39,OUT049,3764.0635
NCK05,OUT049,1022.60254
NCK30,OUT017,4002.7478
FDT27,OUT018,2899.3584
FDS08,OUT019,818.73395
NCJ19,OUT049,888.2312
FDC58,OUT045,641.16766
DRE37,OUT013,3051.3975
FDW02,OUT035,2632.646
FDJ02,OUT010,1785.5579
FDX09,OUT045,3855.6738
FDT31,OUT010,1665.9022
FDI24,OUT049,2649.6045
FDY09,OUT045,2676.6794
FDV28,OUT045,534.1827
DRM47,OUT049,4370.028
FDT52,OUT019,474.55502
FDI48,OUT018,639.3521
FDY55,OUT017,3945.1716
FDU48,OUT013,2567.643
FDN25,OUT045,747.97174
FDP20,OUT049,2591.1157
FDJ15,OUT013,3045.5413
FDD04,OUT018,1625.9078
FDY58,OUT045,3391.6223
FDR37,OUT018,1664.5327
FDF44,OUT013,1868.2534
FDD32,OUT045,1298.073
FDR57,OUT017,871.36536
DRG39,OUT027,1221.2301
FDX15,OUT017,2608.727
DRN37,OUT045,921.14453
FDW40,OUT027,1237.1759
FDB32,OUT049,1898.1876
FDM40,OUT018,1226.429
FDE39,OUT027,2141.2466
DRH49,OUT017,1617.0852
FDT46,OUT049,837.6206
NCF06,OUT035,4843.5737
FDP07,OUT017,2999.1797
FDC04,OUT013,3829.824
FDZ32,OUT017,1482.4866
FDD50,OUT045,2579.1707
FDU56,OUT017,2903.249
FDV34,OUT017,1104.7621
NCY41,OUT013,637.56744
NCK18,OUT046,2662.4727
DRH25,OUT049,953.5989
FDT57,OUT046,3800.6553
FDV56,OUT018,1366.7698
FDV12,OUT045,1913.0787
FDN52,OUT017,446.66144
FDX38,OUT035,729.5501
FDE47,OUT018,1595.8385
NCO07,OUT013,1387.4478
FDV09,OUT027,3601.4355
FDZ23,OUT019,423.9011
DRH51,OUT018,777.6538
NCY54,OUT045,2642.8582
DRG49,OUT013,3665.0908
NCC19,OUT049,2945.9194
NCV53,OUT045,3570.2383
FDZ47,OUT019,544.8601
NCO26,OUT018,1048.9222
NCP02,OUT045,911.0376
NCW30,OUT018,697.8421
NCN55,OUT046,3755.2864
FDB20,OUT010,897.0855
DRL11,OUT013,2486.502
DRD60,OUT045,2960.7668
FDW14,OUT010,1125.4279
FDL27,OUT010,827.2486
FDU09,OUT018,549.09283
DRH36,OUT027,1391.7572
FDP34,OUT027,2273.306
FDE04,OUT017,2805.0037
FDZ57,OUT027,2264.8884
FDF02,OUT010,912.4782
FDG28,OUT045,3471.3188
NCI31,OUT046,591.685
FDT43,OUT013,749.2842
FDU20,OUT046,1897.7867
FDD53,OUT013,607.508
FDW15,OUT045,3069.0125
NCT53,OUT045,2589.099
NCG55,OUT027,2078.0935
FDD48,OUT035,1757.5322
FDG47,OUT049,3754.8286
FDI21,OUT017,1051.4294
FDT27,OUT017,1557.678
DRO35,OUT013,1914.2655
FDD33,OUT017,3682.1838
FDC04,OUT035,3777.7883
FDY34,OUT013,3274.5603
DRJ49,OUT049,2582.788
FDE05,OUT049,3052.434
FDU31,OUT017,3586.4236
NCN19,OUT027,4978.266
FDK56,OUT027,2703.0493
FDK58,OUT017,1541.2128
NCJ42,OUT035,636.3556
FDZ34,OUT027,2679.5789
FDA52,OUT018,1585.7303
NCR29,OUT013,817.0231
FDT48,OUT035,3298.6943
DRJ51,OUT019,466.9539
NCS54,OUT046,3937.2034
FDV01,OUT035,2305.4038
DRG51,OUT027,2145.742
NCG42,OUT013,1891.4462
FDA51,OUT049,1747.9741
FDV19,OUT010,2686.3716
NCT18,OUT045,2768.3708
NCS41,OUT045,1210.1494
FDO03,OUT046,3672.5703
FDL12,OUT010,592.9171
FDY37,OUT010,384.10254
FDI58,OUT049,1889.8037
FDT28,OUT018,1283.8596
NCC42,OUT010,1102.177
FDO01,OUT017,1804.7125
FDJ02,OUT013,2366.4648
FDQ04,OUT018,342.61188
DRL47,OUT013,2029.3707
FDZ32,OUT035,1669.4146
FDC35,OUT035,3408.5742
FDX14,OUT045,1071.9922
FDZ35,OUT013,2088.5706
FDL14,OUT013,2443.672
FDO04,OUT049,295.37677
DRK11,OUT017,2454.1448
FDB44,OUT018,1826.5007
FDZ50,OUT049,1225.4027
FDI12,OUT027,1736.9951
FDU43,OUT017,4614.8594
FDD58,OUT010,263.12604
FDB27,OUT017,4376.391
FDB04,OUT018,804.3749
NCO17,OUT013,1909.6451
FDL12,OUT017,840.0796
DRJ13,OUT049,2480.398
FDD57,OUT045,1905.8082
FDW19,OUT035,650.35443
DRD27,OUT018,315.33386
FDH27,OUT027,2186.0408
NCW30,OUT027,3477.329
FDR40,OUT018,938.85046
FDG05,OUT013,2278.3088
NCY41,OUT019,105.73382
FDI38,OUT018,2778.7788
FDR20,OUT046,766.83234
FDE09,OUT017,1645.6008
FDN50,OUT019,259.3769
DRF27,OUT045,2318.1475
DRF51,OUT013,535.1138
NCO02,OUT019,349.31677
FDB51,OUT027,1235.9639
FDJ50,OUT013,820.1321
FDN52,OUT013,1264.3208
FDX14,OUT013,1148.3865
FDT27,OUT019,1100.3807
FDV10,OUT013,622.787
FDU33,OUT046,635.8228
FDU58,OUT046,2893.5444
NCP42,OUT027,5061.1313
FDL51,OUT027,2954.519
DRH15,OUT027,870.76495
FDU16,OUT017,1221.8464
FDW15,OUT017,2427.0876
FDQ44,OUT045,1956.3885
NCI06,OUT027,2553.4592
DRK23,OUT019,1181.6674
FDC28,OUT035,1627.1105
NCY17,OUT019,90.305534
NCV05,OUT018,373.98486
FDM34,OUT019,285.0979
DRD60,OUT027,2809.7583
FDT38,OUT046,1335.7451
FDQ57,OUT018,1305.7683
FDE59,OUT027,658.7561
NCM43,OUT046,2671.816
DRI51,OUT049,2700.185
NCG30,OUT017,2527.0046
NCK54,OUT035,802.17346
FDQ16,OUT019,307.18436
FDI36,OUT013,2888.1558
FDX16,OUT027,3602.4766
FDA34,OUT046,2771.2737
FDJ48,OUT018,712.7702
FDU47,OUT035,1896.3004
FDS39,OUT046,1921.7091
FDD11,OUT046,4109.103
FDM16,OUT027,631.6655
FDU56,OUT018,558.2905
FDQ32,OUT017,2009.9897
DRK35,OUT013,749.9073
FDA58,OUT049,1538.8359
DRG48,OUT019,444.13824
FDT59,OUT010,3959.1987
FDQ31,OUT019,238.00641
FDS51,OUT018,625.48395
FDW32,OUT027,797.1477
FDI15,OUT027,4847.1406
NCV30,OUT017,1034.0669
DRG25,OUT049,2882.3474
FDT02,OUT013,576.9803
FDO33,OUT027,2081.7527
FDP38,OUT035,782.2291
FDZ45,OUT035,2897.8464
NCA54,OUT027,2596.4382
FDU33,OUT017,729.44684
FDN58,OUT017,3672.5515
FDI05,OUT045,1045.6246
FDM57,OUT019,306.38593
NCS42,OUT027,2466.5613
FDB57,OUT045,3350.0127
FDC03,OUT045,4330.6333
FDZ58,OUT013,1889.1826
NCK29,OUT045,1842.0415
NCR53,OUT045,3419.4001
FDE26,OUT027,2209.5334
FDU52,OUT049,2386.8362
FDE41,OUT027,1605.8572
FDU38,OUT018,2408.745
FDA52,OUT017,2688.1216
FDW46,OUT046,1040.5896
DRI59,OUT035,3536.277
FDT38,OUT035,1281.7257
FDL33,OUT018,2450.633
FDQ01,OUT027,3443.1377
FDJ08,OUT046,3019.082
FDQ47,OUT049,558.3842
NCZ18,OUT013,3931.0652
FDE29,OUT017,968.7721
FDF10,OUT027,1197.8224
FDC48,OUT049,1301.0154
FDY58,OUT013,3611.9106
NCX30,OUT010,2126.2507
FDV11,OUT013,2642.0398
FDT46,OUT046,736.4371
DRD01,OUT019,159.22586
FDQ11,OUT013,3954.1602
NCM41,OUT017,1878.901
NCC55,OUT013,538.84265
FDG45,OUT027,2950.8455
NCQ54,OUT049,3485.9604
FDM34,OUT045,1864.9696
FDD17,OUT019,474.17517
FDN38,OUT027,5704.3228
FDB53,OUT018,1317.5339
NCL06,OUT035,3601.7466
NCV18,OUT019,52.645557
FDX25,OUT013,4424.706
FDB39,OUT046,850.479
FDC33,OUT049,2847.671
NCO14,OUT018,400.9365
FDA58,OUT027,3219.562
NCQ02,OUT017,2974.7378
NCR53,OUT017,3723.0127
FDN52,OUT046,449.22238
FDG26,OUT046,3930.4712
FDE23,OUT027,977.9407
DRI37,OUT013,871.6335
DRH37,OUT018,1472.6826
FDO01,OUT035,1882.7449
FDK45,OUT049,1893.6558
FDP23,OUT049,3320.933
FDM33,OUT035,3635.905
FDD36,OUT017,775.8157
FDL56,OUT017,1329.7006
FDT27,OUT010,2029.941
FDG52,OUT017,606.54626
NCL42,OUT035,3672.102
DRJ24,OUT046,2975.8604
FDV38,OUT046,859.8049
FDT35,OUT045,2579.1707
FDY51,OUT045,3303.6873
FDC37,OUT017,1549.3176
NCP43,OUT013,2743.7612
FDO33,OUT045,1749.3246
FDW04,OUT018,1666.9414
NCC31,OUT046,2486.3596
FDK22,OUT049,3430.4387
FDJ50,OUT017,826.77094
FDV13,OUT017,1371.8192
DRL60,OUT017,3049.5984
FDW03,OUT017,1589.1554
FDY27,OUT035,3912.4336
FDB39,OUT027,1153.3534
FDU59,OUT045,2452.8413
FDZ57,OUT049,2049.801
FDO21,OUT049,3307.2024
FDS43,OUT018,3357.0107
FDU28,OUT010,3454.0476
FDC51,OUT010,1604.1869
FDW16,OUT010,929.8642
FDP32,OUT010,1581.2247
FDB60,OUT019,1013.46594
NCQ30,OUT046,1878.0171
FDD26,OUT049,2957.6519
FDI44,OUT045,1272.7731
DRH23,OUT046,1013.0472
FDO44,OUT046,1514.4314
FDG04,OUT046,2829.773
FDM32,OUT027,858.9473
FDM09,OUT013,3424.5125
FDZ47,OUT013,1413.6434
FDM40,OUT027,2222.985
FDY48,OUT017,1647.7166
NCM30,OUT045,590.3178
FDX36,OUT010,1157.7174
DRF03,OUT017,592.79755
FDN51,OUT049,1692.135
FDM57,OUT049,1312.0231
FDB35,OUT049,1323.383
FDY13,OUT027,751.41907
FDA37,OUT017,1866.4143
NCX53,OUT017,1898.3575
FDD59,OUT018,735.5127
FDX10,OUT019,76.624176
FDC03,OUT018,1612.3291
FDW43,OUT035,3807.505
FDW10,OUT046,3614.5688
FDY14,OUT027,3738.0972
FDV43,OUT045,644.531
FDO40,OUT013,3100.2544
FDP46,OUT027,1748.0925
NCE43,OUT019,832.3215
FDD05,OUT035,1858.6707
FDJ60,OUT010,1957.5815
DRE27,OUT018,987.924
FDO11,OUT035,4091.728
DRG11,OUT027,1890.1113
FDK33,OUT010,1835.8527
DRM23,OUT045,2595.7812
FDJ02,OUT027,1231.9219
NCZ05,OUT045,1506.8804
NCL30,OUT013,2554.3486
FDZ19,OUT018,1680.5612
FDM45,OUT049,1824.2913
FDO36,OUT046,3928.7644
NCK31,OUT045,732.62524
DRJ37,OUT045,2268.705
FDP24,OUT018,1502.6669
FDF46,OUT013,2421.762
FDX46,OUT019,317.92932
NCL18,OUT045,1265.2335
FDJ26,OUT013,3431.452
FDJ07,OUT045,1753.2767
FDY15,OUT013,2252.5227
DRG01,OUT045,1131.4894
FDF58,OUT045,1031.3385
FDZ14,OUT019,358.43027
FDP31,OUT049,920.5492
FDH45,OUT013,585.22437
FDA09,OUT010,1624.811
FDW31,OUT035,2863.446
FDA57,OUT046,768.37695
NCE55,OUT035,2779.7952
FDC17,OUT019,136.7429
FDC59,OUT013,984.7245
FDA22,OUT013,904.04877
FDK52,OUT035,3519.7236
NCM26,OUT046,2304.2058
NCT53,OUT035,929.3069
FDW45,OUT018,2325.054
NCI18,OUT035,3401.58
FDE38,OUT018,1456.4927
FDF08,OUT019,430.31094
FDY58,OUT010,2854.5598
FDF58,OUT019,168.88048
FDX39,OUT017,1423.2041
FDB44,OUT049,3335.2795
FDF28,OUT013,2022.8402
FDE39,OUT013,2408.4443
FDT37,OUT018,2077.8142
FDZ45,OUT017,4402.091
FDO40,OUT035,2322.6587
FDM57,OUT027,1646.8577
DRG36,OUT017,2740.3232
FDY36,OUT010,791.3205
DRL60,OUT027,3658.4834
FDS25,OUT019,553.07947
DRF49,OUT027,1994.0977
FDP16,OUT045,3492.5835
FDS60,OUT049,2724.0364
FDU15,OUT027,690.195
FDK43,OUT046,2018.8563
FDN25,OUT046,806.7268
FDE53,OUT049,626.2784
FDB22,OUT013,2297.0732
FDE39,OUT017,1951.0392
FDX35,OUT035,3591.8257
NCG54,OUT049,2597.9543
FDH27,OUT035,3055.459
NCK42,OUT013,3096.9897
FDS25,OUT049,1497.7692
FDI10,OUT018,1646.9318
FDU35,OUT035,1618.4524
FDI04,OUT017,2879.977
DRK23,OUT035,3869.4067
FDB53,OUT019,296.1874
FDY02,OUT049,3814.2651
FDM60,OUT035,760.9066
NCJ31,OUT010,1185.448
DRP35,OUT017,1955.2617
NCQ30,OUT018,1091.224
DRL11,OUT010,1951.7256
FDU01,OUT013,4344.472
FDR39,OUT035,4035.6375
FDO08,OUT046,2453.3071
FDC02,OUT045,4939.312
NCZ29,OUT035,1844.7216
FDF29,OUT010,1608.1561
FDZ23,OUT017,2883.466
NCU53,OUT018,1485.1638
NCW30,OUT013,3650.8286
NCM26,OUT027,2401.919
FDV50,OUT027,2039.735
FDW15,OUT049,2298.8008
FDI35,OUT027,2764.3652
FDO11,OUT017,5190.5107
FDN48,OUT046,1328.5854
NCA17,OUT049,2340.8945
NCN54,OUT013,413.7338
FDP22,OUT013,746.04254
NCB54,OUT035,1891.3352
FDD08,OUT045,613.792
DRM48,OUT010,269.06018
FDG41,OUT027,2615.8071
FDE44,OUT027,1045.2659
FDE26,OUT035,2441.0454
NCS38,OUT013,1824.7502
NCJ54,OUT018,2884.7324
FDI40,OUT019,507.8758
FDN45,OUT018,3693.316
FDU43,OUT046,1580.1525
FDI04,OUT010,1626.7723
NCC07,OUT018,1318.4602
NCC07,OUT019,556.4437
NCD18,OUT045,3471.854
FDU55,OUT035,4113.5024
FDX59,OUT035,721.7228
FDR52,OUT049,2876.607
NCP17,OUT013,1030.1533
FDQ32,OUT045,1969.9498
NCT17,OUT049,2866.4565
FDO10,OUT049,856.3461
FDE32,OUT049,615.1037
FDN44,OUT045,3315.2412
FDH02,OUT035,1451.7969
FDK60,OUT013,1946.6655
FDS24,OUT019,311.3019
FDL03,OUT010,1630.393
FDB46,OUT027,5178.9536
FDO48,OUT049,3559.0732
FDZ39,OUT049,1642.0133
FDT02,OUT027,664.79816
FDC50,OUT013,1464.3446
FDP39,OUT035,861.3284
DRG15,OUT018,766.3259
FDP10,OUT018,1275.1152
FDF53,OUT027,2408.9553
FDN34,OUT045,3484.6323
FDK02,OUT045,1932.6249
FDC23,OUT045,2629.222
FDJ10,OUT019,278.35406
FDE53,OUT035,1521.9897
FDR25,OUT035,4492.1704
FDW50,OUT046,2595.6091
FDS09,OUT049,781.9004
FDW49,OUT010,1648.501
FDU51,OUT046,2698.6357
FDF28,OUT018,1124.0563
NCY30,OUT018,2386.3303
FDD44,OUT045,3751.1125
FDX09,OUT017,2713.407
NCF30,OUT013,728.7458
FDZ50,OUT019,423.9011
FDW37,OUT013,1426.1707
FDD11,OUT049,3649.9595
DRH39,OUT018,668.7929
FDA36,OUT049,2911.708
NCG43,OUT049,1869.843
FDF02,OUT035,1492.4264
FDP57,OUT027,1881.1571
NCE42,OUT017,4263.7627
NCR38,OUT027,1707.1581
FDP03,OUT019,596.44666
FDO51,OUT035,597.1429
NCQ42,OUT046,2073.0107
NCM41,OUT046,1324.1058
FDH48,OUT027,2259.395
DRF60,OUT046,3769.5205
FDJ27,OUT035,1612.0503
FDQ14,OUT013,3037.4597
FDN27,OUT017,715.5419
NCQ02,OUT046,2941.4177
FDJ33,OUT049,1836.6016
FDP07,OUT027,2715.885
DRE01,OUT049,3909.34
FDU36,OUT045,1278.8134
FDL28,OUT017,4878.282
NCX53,OUT046,1916.1592
FDZ39,OUT013,1542.7528
NCP42,OUT013,1222.4333
FDJ14,OUT035,1216.5427
FDK04,OUT049,295.31564
NCC19,OUT017,4386.8022
FDS09,OUT018,610.17255
FDZ02,OUT046,1605.0637
FDD35,OUT018,1626.7233
NCY42,OUT017,2356.6514
FDB05,OUT045,3417.2122
FDF20,OUT035,3034.1052
NCO41,OUT018,1248.4304
FDC40,OUT027,1563.3235
FDV58,OUT045,2369.6694
FDZ57,OUT045,1982.3147
DRM35,OUT046,2738.75
DRN36,OUT018,263.8438
FDQ13,OUT046,1264.3334
DRO35,OUT010,1446.0964
NCD43,OUT035,1567.0886
FDA51,OUT018,1584.3087
NCX17,OUT027,3302.899
NCZ17,OUT049,616.87354
FDR11,OUT027,2207.4697
FDW34,OUT049,5031.289
FDN50,OUT017,1385.1858
FDS09,OUT046,738.8491
FDS48,OUT018,1335.9133
FDL44,OUT049,2615.6348
DRF48,OUT018,2379.7805
FDA14,OUT018,1328.4108
NCD30,OUT049,1561.5531
FDI16,OUT017,833.795
NCG06,OUT035,3849.4575
DRZ24,OUT035,1843.0663
NCS17,OUT045,1389.319
FDB37,OUT045,3734.281
FDE10,OUT035,1885.3296
FDC57,OUT045,2842.2964
FDM12,OUT018,1627.4712
FDE24,OUT049,1896.3004
FDW22,OUT045,3303.045
DRD01,OUT027,1409.2473
NCZ18,OUT027,3402.549
FDN49,OUT045,545.1924
FDR22,OUT035,1815.9745
FDV08,OUT019,192.9031
FDY39,OUT046,2990.254
FDV36,OUT049,1866.178
FDO60,OUT045,644.7438
FDU04,OUT027,2176.9658
FDR20,OUT027,1010.8307
FDW19,OUT019,321.30908
FDU40,OUT049,2593.7493
FDK15,OUT045,1511.9503
DRF15,OUT035,2263.1377
FDQ25,OUT017,2678.0535
FDI48,OUT019,156.5262
FDS49,OUT046,1480.5779
FDV22,OUT046,2489.8198
NCV42,OUT046,1575.8496
FDX26,OUT046,2878.5999
FDI33,OUT018,919.83136
FDZ14,OUT049,1825.611
FDG10,OUT013,881.7188
FDM38,OUT018,463.67947
FDG26,OUT027,5919.1973
FDH46,OUT035,2106.9543
FDN13,OUT018,1222.843
FDU57,OUT035,2279.6355
NCI06,OUT046,2856.96
FDM38,OUT045,859.16345
NCG42,OUT010,328.01474
FDL39,OUT045,2775.096
FDT31,OUT019,1031.1405
FDV59,OUT013,4591.304
FDB49,OUT035,1486.642
FDD58,OUT049,1635.8075
DRN59,OUT046,712.9957
FDX48,OUT049,2365.0361
FDQ11,OUT049,3889.3982
FDY12,OUT049,301.88223
FDQ11,OUT045,3669.8608
DRI11,OUT017,1796.7009
FDY32,OUT027,2275.6738
FDS51,OUT045,912.46313
FDR19,OUT010,1142.9758
DRB13,OUT018,3415.8022
FDS21,OUT035,1009.19617
FDQ40,OUT045,2487.135
NCE55,OUT013,2688.8313
FDX43,OUT027,3864.067
FDS12,OUT049,1887.7163
DRK01,OUT027,1806.3707
FDN25,OUT017,289.0207
FDB60,OUT046,4395.42
FDQ13,OUT017,1204.7191
DRK13,OUT045,2799.9436
DRF25,OUT018,367.33145
NCD42,OUT019,85.418396
FDW25,OUT045,1783.9465
NCV29,OUT027,2544.701
NCK42,OUT035,4429.6304
DRJ13,OUT027,2167.0085
DRD15,OUT017,3690.2163
FDM27,OUT045,2252.915
FDZ50,OUT018,2447.779
FDC04,OUT046,3777.7883
FDF50,OUT049,2955.958
FDP15,OUT045,3755.5913
FDK46,OUT035,3949.2148
FDZ56,OUT018,1549.6609
FDY60,OUT049,2259.6213
FDB10,OUT035,4902.122
FDR57,OUT045,2535.2805
FDU58,OUT049,2983.0479
FDH02,OUT046,1416.8431
FDP48,OUT013,2991.2434
FDI46,OUT035,4032.3313
FDW56,OUT013,3001.1863
NCM19,OUT010,945.7721
FDS50,OUT027,1576.0925
FDK24,OUT013,599.41864
FDO36,OUT017,2813.4985
FDK45,OUT027,2911.542
NCL05,OUT045,695.1422
FDL32,OUT018,1046.7578
FDA28,OUT049,2598.774
FDY36,OUT018,622.2906
FDP32,OUT018,1692.3126
FDL50,OUT046,1851.879
DRC24,OUT049,2560.989
NCS18,OUT017,1663.9644
FDD16,OUT017,1141.0856
NCV18,OUT013,1699.8553
FDX07,OUT046,2980.5754
NCZ05,OUT027,2585.5115
